id,name,category,address,area,city,state,zip,country,phone,email,url,latitude,longitude,rating,rating_count,main_deity,facebook,instagram,linkedin,twitter,whatsapp,youtube,tiktok,source_file,has_coordinates
REL00052,"Kolavizhiamman Temple, Mylapore",Hindu Temples,"Kolavizhiamman Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00053,"Agasthiyar Temple, Thiyagaraya Nagar",Hindu Temples,"Agasthiyar Temple, Thiyagaraya Nagar, Chennai - 600017",Thiyagaraya Nagar,Chennai,Tamil Nadu,600017,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00054,"Valeeswarar Temple, Mylapore",Hindu Temples,"Valeeswarar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00055,"Parthasarathy Swamy Temple, Triplicane",Hindu Temples,"Parthasarathy Swamy Temple, Triplicane, Chennai - 600005",Triplicane,Chennai,Tamil Nadu,600005,India,,,,,,,0,Swamy,,,,,,,,temple.csv,False
REL00056,"Vadapalani Andavar Temple, Vadapalani",Hindu Temples,"Vadapalani Andavar Temple, Vadapalani, Chennai - 600026",Vadapalani,Chennai,Tamil Nadu,600026,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00057,"Angala Parameswari Temple, Vadapalani",Hindu Temples,"Angala Parameswari Temple, Vadapalani, Chennai - 600026",Vadapalani,Chennai,Tamil Nadu,600026,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00058,"Kasiwishvanathan Temple, Paraigimalai",Hindu Temples,"Kasiwishvanathan Temple, Paraigimalai, Chennai - 600016",Paraigimalai,Chennai,Tamil Nadu,600016,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00059,"Bharathwajeswar Temple, Puliyur",Hindu Temples,"Bharathwajeswar Temple, Puliyur, Chennai - 600024",Puliyur,Chennai,Tamil Nadu,600024,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00060,"Karabathira Samy Temple, Vysarpadi",Hindu Temples,"Karabathira Samy Temple, Vysarpadi, Chennai - 600039",Vysarpadi,Chennai,Tamil Nadu,600039,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00061,"Kulanthai Muthu Kumara Swamy Temple, Alwarpettai",Hindu Temples,"Kulanthai Muthu Kumara Swamy Temple, Alwarpettai, Chennai - 600004",Alwarpettai,Chennai,Tamil Nadu,600004,India,,,,,,,0,Swamy,,,,,,,,temple.csv,False
REL00062,"Aathimoolaperumal Temple, Vadapalani",Hindu Temples,"Aathimoolaperumal Temple, Vadapalani, Chennai - 600026",Vadapalani,Chennai,Tamil Nadu,600026,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00063,"Devi Thirumani Amman Temple, Anna Nagar",Hindu Temples,"Devi Thirumani Amman Temple, Anna Nagar, Chennai - 600040",Anna Nagar,Chennai,Tamil Nadu,600040,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00064,"Devi Periya Palayathamman Temple, Arumbakkam",Hindu Temples,"Devi Periya Palayathamman Temple, Arumbakkam, Chennai - 600106",Arumbakkam,Chennai,Tamil Nadu,600106,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00065,"Masilmaneeswarar Temple, Thirumullaivoyal",Hindu Temples,"Masilmaneeswarar Temple, Thirumullaivoyal, Chennai - 600062",Thirumullaivoyal,Chennai,Tamil Nadu,600062,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00066,"Subramaniya Swamy Temple, Ambattur",Hindu Temples,"Subramaniya Swamy Temple, Ambattur, Chennai - 600053",Ambattur,Chennai,Tamil Nadu,600053,India,,,,,,,0,Swamy,,,,,,,,temple.csv,False
REL00067,"Mundgakanni Amman Temple, Mylapore",Hindu Temples,"Mundgakanni Amman Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00068,"Thiruvalluvar Temple, Mylapore",Hindu Temples,"Thiruvalluvar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00069,"Adivyadhihara Bagtha Anjaneyar Temple, Nanganallur, Athambakkam",Hindu Temples,"Adivyadhihara Bagtha Anjaneyar Temple, Nanganallur, Athambakkam, Chennai - 600061","Nanganallur, Athambakkam",Chennai,Tamil Nadu,600061,India,,,,,,,0,Anjaneya,,,,,,,,temple.csv,False
REL00070,"Virubacheeswarar Temple, Mylapore",Hindu Temples,"Virubacheeswarar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00071,"Malleeswarar Temple, Mylapore",Hindu Temples,"Malleeswarar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00072,"Darmaraja Temple, Mylapore",Hindu Temples,"Darmaraja Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00073,"Veerabatraswamy Temple, Mylapore",Hindu Temples,"Veerabatraswamy Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Swamy,,,,,,,,temple.csv,False
REL00074,"Sakthivigneswarar Temple, Mylapore",Hindu Temples,"Sakthivigneswarar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00075,"Manickavinayagar Temple, Mylapore",Hindu Temples,"Manickavinayagar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00076,"Payandiyamman Temple, Triplicane",Hindu Temples,"Payandiyamman Temple, Triplicane, Chennai - 600005",Triplicane,Chennai,Tamil Nadu,600005,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00077,"Om Sarva Sakthi Vinayagar Temple, Mylapore",Hindu Temples,"Om Sarva Sakthi Vinayagar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00078,"Manicka Vinayagar Temple, Royapettah",Hindu Temples,"Manicka Vinayagar Temple, Royapettah, Chennai - 600014",Royapettah,Chennai,Tamil Nadu,600014,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00079,"Vinaitheertha Vinayagar Temple, Villivakkam",Hindu Temples,"Vinaitheertha Vinayagar Temple, Villivakkam, Chennai - 600049",Villivakkam,Chennai,Tamil Nadu,600049,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00080,"Madhava Perumal Temple, Mylapore",Hindu Temples,"Madhava Perumal Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00081,"Karaneeswar Temple, Mylapore",Hindu Temples,"Karaneeswar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
